40.139999,30.699999,32.579998,37.799999,41.579998,49.360001,46.639999,40.779999,32.980000,30.059999,25.840000,19.820000,12.540000,8.860000,7.240000,8.080000,7.240000,6.260000,10.219999,12.000000,12.540000,15.339999,11.440000,10.219999,6.260000,5.100000,0.000000,0.000000,3.620000,8.080000,9.559999,9.559999,14.920000,17.719999,20.139999,19.139999,17.359999,17.719999,14.020000,13.040000,13.540000,14.480000,14.920000,13.540000,12.000000,10.219999,8.860000,9.559999,9.559999,9.559999,8.860000,7.240000,7.240000,7.240000,7.240000,7.240000,6.260000,6.260000,6.260000,6.260000,6.260000,5.100000,3.620000,0.000000
32.779999,29.400000,37.959999,47.739998,50.160000,48.160000,37.619999,31.139999,28.959999,25.599998,19.820000,17.359999,16.580000,18.799999,18.459999,20.459999,16.580000,18.459999,18.459999,19.820000,20.139999,15.780000,11.440000,7.240000,0.000000,5.100000,9.559999,13.040000,15.339999,17.359999,17.719999,19.820000,19.820000,20.459999,19.480000,19.139999,18.799999,17.719999,17.719999,15.780000,15.339999,14.480000,13.540000,11.440000,10.860000,9.559999,7.240000,6.260000,7.240000,6.260000,7.240000,5.100000,6.260000,5.100000,5.100000,5.100000,5.100000,5.100000,3.620000,3.620000,3.620000,0.000000,0.000000,3.620000
52.320000,36.739998,38.820000,44.180000,48.840000,42.980000,40.459999,36.739998,37.619999,36.919998,33.180000,29.840000,28.039999,25.840000,25.840000,22.879999,15.780000,16.180000,8.080000,10.860000,10.860000,7.240000,6.260000,0.000000,0.000000,0.000000,6.260000,10.219999,13.540000,15.339999,17.359999,17.719999,18.799999,19.139999,19.139999,18.459999,18.799999,17.359999,17.719999,16.580000,15.780000,14.480000,12.540000,11.440000,10.219999,10.219999,10.219999,9.559999,8.080000,8.080000,7.240000,6.260000,6.260000,5.100000,5.100000,3.620000,3.620000,3.620000,3.620000,3.620000,3.620000,3.620000,0.000000,0.000000
19.820000,12.540000,8.080000,6.260000,8.080000,7.240000,7.240000,12.000000,14.020000,12.540000,10.219999,7.240000,3.620000,0.000000,0.000000,3.620000,8.860000,14.020000,17.359999,18.799999,18.100000,17.719999,17.719999,17.719999,17.359999,16.980000,16.180000,15.780000,15.339999,14.920000,14.920000,14.480000,14.020000,13.540000,12.540000,11.440000,10.219999,9.559999,8.860000,8.080000,7.240000,7.240000,6.260000,6.260000,5.100000,5.100000,5.100000,3.620000,3.620000,3.620000,3.620000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
50.419998,46.639999,51.699997,53.439999,56.439999,57.000000,56.079998,49.500000,42.980000,42.059998,36.020000,29.400000,25.080000,27.080000,38.639999,27.799999,25.080000,15.339999,12.540000,22.600000,18.799999,13.540000,13.540000,9.559999,8.080000,8.080000,3.620000,0.000000,3.620000,5.100000,7.240000,8.080000,9.559999,14.020000,14.020000,14.920000,14.480000,14.920000,16.580000,17.719999,18.459999,18.799999,18.799999,18.459999,16.580000,17.359999,18.100000,17.719999,17.359999,16.580000,16.180000,16.180000,16.180000,16.180000,15.339999,14.920000,14.020000,12.540000,10.219999,8.860000,8.080000,8.080000,8.080000,8.080000
46.919998,42.980000,41.259998,38.820000,27.080000,18.799999,16.180000,17.719999,29.619999,29.619999,14.020000,6.260000,14.920000,21.100000,19.139999,18.459999,18.459999,11.440000,8.860000,7.240000,3.620000,3.620000,0.000000,0.000000,3.620000,5.100000,8.080000,10.219999,11.440000,13.540000,16.180000,18.100000,19.139999,19.820000,19.480000,19.139999,18.459999,17.719999,16.980000,15.780000,14.920000,14.020000,13.540000,12.540000,12.000000,12.000000,11.440000,10.860000,10.219999,9.559999,8.860000,8.860000,8.080000,7.240000,7.240000,6.260000,5.100000,5.100000,3.620000,3.620000,3.620000,0.000000,0.000000,0.000000
20.779999,14.480000,10.219999,0.000000,3.620000,0.000000,5.100000,13.040000,16.580000,13.040000,10.860000,6.260000,3.620000,0.000000,3.620000,7.240000,9.559999,13.040000,14.480000,16.180000,15.780000,16.180000,15.780000,16.180000,16.980000,14.920000,14.920000,12.000000,14.920000,15.780000,15.780000,13.540000,12.540000,12.000000,13.040000,10.219999,10.219999,9.559999,7.240000,7.240000,6.260000,5.100000,5.100000,5.100000,6.260000,3.620000,5.100000,5.100000,5.100000,6.260000,5.100000,5.100000,5.100000,5.100000,5.100000,5.100000,3.620000,0.000000,3.620000,3.620000,3.620000,3.620000,3.620000,0.000000
15.339999,11.440000,6.260000,3.620000,0.000000,7.240000,9.559999,14.020000,16.980000,18.459999,20.459999,22.879999,24.539999,24.000000,25.340000,24.279999,24.000000,23.180000,22.600000,20.779999,19.139999,16.580000,15.780000,14.020000,14.480000,16.180000,14.920000,12.000000,10.219999,8.860000,9.559999,10.219999,8.860000,8.080000,8.080000,7.240000,5.100000,5.100000,5.100000,5.100000,5.100000,5.100000,6.260000,5.100000,5.100000,3.620000,3.620000,3.620000,3.620000,3.620000,3.620000,3.620000,3.620000,3.620000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
21.100000,23.740000,22.600000,23.459999,24.539999,19.480000,18.459999,16.980000,16.180000,14.020000,12.540000,13.040000,11.440000,12.000000,9.559999,10.219999,9.559999,9.559999,10.219999,9.559999,8.860000,8.860000,7.240000,6.260000,6.260000,6.260000,6.260000,5.100000,5.100000,3.620000,3.620000,0.000000,3.620000,0.000000,0.000000,0.000000,0.000000,3.620000,3.620000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
23.740000,24.279999,24.000000,22.600000,24.539999,22.600000,22.020000,19.480000,19.139999,17.719999,16.580000,16.580000,16.580000,14.920000,14.480000,14.020000,13.040000,11.440000,10.219999,9.559999,10.860000,10.860000,10.219999,8.860000,7.240000,8.080000,8.080000,7.240000,6.260000,5.100000,5.100000,3.620000,3.620000,3.620000,3.620000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3.620000,3.620000,3.620000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
22.020000,25.340000,28.500000,29.840000,28.959999,27.799999,27.080000,25.599998,23.740000,22.600000,20.459999,20.459999,20.459999,19.139999,17.359999,16.980000,14.920000,13.540000,12.540000,10.219999,9.559999,8.860000,9.559999,9.559999,8.860000,8.080000,7.240000,7.240000,6.260000,5.100000,5.100000,3.620000,5.100000,6.260000,6.260000,6.260000,6.260000,5.100000,5.100000,5.100000,3.620000,3.620000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
23.459999,21.100000,20.779999,18.799999,16.980000,17.359999,16.180000,16.580000,16.180000,14.920000,14.020000,12.540000,11.440000,11.440000,11.440000,11.440000,10.219999,8.860000,10.219999,10.860000,10.860000,10.219999,8.080000,7.240000,6.260000,5.100000,3.620000,0.000000,0.000000,3.620000,0.000000,3.620000,0.000000,3.620000,0.000000,3.620000,3.620000,3.620000,0.000000,0.000000,0.000000,0.000000,3.620000,3.620000,3.620000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
